id,source,target,sourceLanguage,targetLanguage,level,categories,example1_source,example1_target,example2_source,example2_target
en:ancient,ancient,antiguo,en-US,es-ES,intermediate,adjectives,The room is ancient.,La habitación está antiguo.,,
en:future,future,futuro,en-US,es-ES,advanced,time,We don't have the future.,No tenemos El futuro.,,
en:past,past,pasado,en-US,es-ES,beginner,time,I need the past.,Necesito El pasado.,,
en:present,present,presente,en-US,es-ES,beginner,time,It's too present.,Es demasiado presente.,,
en:moment,moment,momento,en-US,es-ES,intermediate,time,That seems moment.,Eso parece momento.,,
en:second,second,segundo,en-US,es-ES,advanced,time,The second is on the table.,El segundo está en la mesa.,,
en:early,early,temprano,en-US,es-ES,beginner,adjectives,This is very early.,Esto es muy temprano.,,
en:late,late,tarde,en-US,es-ES,beginner,adjectives,Where is the late?,¿Dónde está La tarde?,,
en:quick,quick,rapido,en-US,es-ES,intermediate,adjectives,I love this quick.,Me encanta el rapido.,,
en:sudden,sudden,repentino,en-US,es-ES,advanced,adjectives,I need the sudden.,Necesito El repentino.,,
en:recent,recent,reciente,en-US,es-ES,beginner,adjectives,That seems recent.,Eso parece reciente.,,
en:current,current,actual,en-US,es-ES,beginner,adjectives,This is very current.,Esto es muy actual.,,
en:daily,daily,diario,en-US,es-ES,intermediate,adjectives,That seems daily.,Eso parece diario.,,
en:weekly,weekly,semanal,en-US,es-ES,advanced,adjectives,This is very weekly.,Esto es muy semanal.,,
en:monthly,monthly,mensual,en-US,es-ES,beginner,adjectives,It's too monthly.,Es demasiado mensual.,,
en:annual,annual,anual,en-US,es-ES,beginner,adjectives,This is very annual.,Esto es muy anual.,,
en:final,final,final,en-US,es-ES,intermediate,adjectives,It's too final.,Es demasiado final.,,
en:initial,initial,inicial,en-US,es-ES,advanced,adjectives,It's too initial.,Es demasiado inicial.,,
en:main,main,principal,en-US,es-ES,beginner,adjectives,This main is new.,El principal es nuevo.,,
en:primary,primary,primario,en-US,es-ES,beginner,adjectives,That seems primary.,Eso parece primario.,,
en:secondary,secondary,secundario,en-US,es-ES,intermediate,adjectives,This is very secondary.,Esto es muy secundario.,,
en:basic,basic,basico,en-US,es-ES,advanced,adjectives,That seems basic.,Eso parece basico.,,
en:simple,simple,simple,en-US,es-ES,beginner,adjectives,I love this simple.,Me encanta el simple.,,
en:complex,complex,complejo,en-US,es-ES,beginner,adjectives,I need the complex.,Necesito El complejo.,,
en:complete,complete,completo,en-US,es-ES,intermediate,adjectives,She gave me the complete.,Ella me dio El completo.,,
en:partial,partial,parcial,en-US,es-ES,advanced,adjectives,The room is partial.,La habitación está parcial.,,
en:total,total,total,en-US,es-ES,beginner,adjectives,That seems total.,Eso parece total.,,
en:single,single,unico,en-US,es-ES,beginner,adjectives,I need the single.,Necesito El unico.,,
en:double,double,doble,en-US,es-ES,intermediate,adjectives,I love this double.,Me encanta el doble.,,
en:multiple,multiple,multiple,en-US,es-ES,advanced,adjectives,That seems multiple.,Eso parece multiple.,,
en:several,several,varios,en-US,es-ES,beginner,adjectives,That seems several.,Eso parece varios.,,
en:enough,enough,suficiente,en-US,es-ES,beginner,adjectives,I love this enough.,Me encanta el suficiente.,,
en:extra,extra,extra,en-US,es-ES,intermediate,adjectives,I lost the extra.,Perdí La extra.,,
en:additional,additional,adicional,en-US,es-ES,advanced,adjectives,This is very additional.,Esto es muy adicional.,,
en:necessary,necessary,necesario,en-US,es-ES,beginner,adjectives,It's necessary to wear a seatbelt.,Es necesario llevar cinturón.,,
en:optional,optional,opcional,en-US,es-ES,beginner,adjectives,It's too optional.,Es demasiado opcional.,,
en:available,available,disponible,en-US,es-ES,intermediate,adjectives,Are you available tomorrow?,¿Estás disponible mañana?,,
en:probable,probable,probable,en-US,es-ES,advanced,adjectives,This is very probable.,Esto es muy probable.,,
en:certain,certain,seguro,en-US,es-ES,beginner,adjectives,The certain is important.,El seguro es importante.,,
en:sure,sure,seguro,en-US,es-ES,beginner,adjectives,Where is the sure?,¿Dónde está El seguro?,,
en:clear,clear,claro,en-US,es-ES,intermediate,adjectives,I need the clear.,Necesito El claro.,,
en:obvious,obvious,obvio,en-US,es-ES,advanced,adjectives,It's too obvious.,Es demasiado obvio.,,
en:hidden,hidden,oculto,en-US,es-ES,beginner,adjectives,I need the hidden.,Necesito El oculto.,,
en:visible,visible,visible,en-US,es-ES,beginner,adjectives,The room is visible.,La habitación está visible.,,
en:inside,inside,dentro,en-US,es-ES,intermediate,place,Stay inside.,Quédate dentro.,,
en:outside,outside,fuera,en-US,es-ES,advanced,place,It's cold outside.,Hace frío fuera.,,
en:above,above,arriba,en-US,es-ES,beginner,place,Put it above.,Ponlo arriba.,,
en:below,below,abajo,en-US,es-ES,beginner,place,Put it below.,Ponlo abajo.,,
en:front,front,frente,en-US,es-ES,intermediate,place,She gave me the front.,Ella me dio El frente.,,
en:back,back,atras,en-US,es-ES,advanced,place,I need the back.,Necesito El atras.,,
en:middle,middle,medio,en-US,es-ES,beginner,place,I lost the middle.,Perdí El medio.,,
en:side,side,lado,en-US,es-ES,beginner,place,I lost the side.,Perdí El lado.,,
en:edge,edge,borde,en-US,es-ES,intermediate,place,I lost the edge.,Perdí El borde.,,
en:end,end,fin,en-US,es-ES,advanced,daily-life,She gave me the end.,Ella me dio El fin.,,
en:beginning,beginning,principio,en-US,es-ES,beginner,daily-life,Where is the beginning?,¿Dónde está El principio?,,
en:start,start,inicio,en-US,es-ES,beginner,daily-life,I lost the start.,Perdí El inicio.,,
en:distance,distance,distancia,en-US,es-ES,intermediate,daily-life,This distance is new.,La distancia es nueva.,,
en:size,size,tamano,en-US,es-ES,advanced,daily-life,I love this size.,Me encanta el tamano.,,
en:weight,weight,peso,en-US,es-ES,beginner,daily-life,Where is the weight?,¿Dónde está El peso?,,
en:height,height,altura,en-US,es-ES,beginner,daily-life,Where is the height?,¿Dónde está La altura?,,
en:length,length,longitud,en-US,es-ES,intermediate,daily-life,The length is on the table.,El longitud está en la mesa.,,
en:width,width,ancho,en-US,es-ES,advanced,daily-life,The width is on the table.,El ancho está en la mesa.,,
en:depth,depth,profundidad,en-US,es-ES,beginner,daily-life,This depth is new.,La profundidad es nueva.,,
en:temperature,temperature,temperatura,en-US,es-ES,beginner,daily-life,This temperature is new.,La temperatura es nueva.,,
en:speed,speed,velocidad,en-US,es-ES,intermediate,daily-life,The room is speed.,La habitación está velocidad.,,
en:power,power,poder,en-US,es-ES,advanced,daily-life,I need the power.,Necesito El poder.,,
en:force,force,fuerza,en-US,es-ES,beginner,daily-life,I need the force.,Necesito La fuerza.,,
en:energy,energy,energia,en-US,es-ES,beginner,daily-life,That seems energy.,Eso parece energia.,,
en:strength,strength,fuerza,en-US,es-ES,intermediate,daily-life,The strength is on the table.,La fuerza está en la mesa.,,
en:weakness,weakness,debilidad,en-US,es-ES,advanced,daily-life,This is very weakness.,Esto es muy debilidad.,,
en:ability,ability,capacidad,en-US,es-ES,beginner,daily-life,This is very ability.,Esto es muy capacidad.,,
en:skill,skill,habilidad,en-US,es-ES,beginner,daily-life,The skill is important.,La habilidad es importante.,,
en:talent,talent,talento,en-US,es-ES,intermediate,daily-life,It's too talent.,Es demasiado talento.,,
en:experience,experience,experiencia,en-US,es-ES,advanced,daily-life,Where is the experience?,¿Dónde está La experiencia?,,
en:practice,practice,practica,en-US,es-ES,beginner,daily-life,I love this practice.,Me encanta la practica.,,
en:exercise,exercise,ejercicio,en-US,es-ES,beginner,daily-life,The exercise is on the table.,El ejercicio está en la mesa.,,
en:training,training,entrenamiento,en-US,es-ES,intermediate,daily-life,I lost the training.,Perdí El entrenamiento.,,
en:exam,exam,examen,en-US,es-ES,advanced,education,Do you have a exam?,¿Tienes Un examen?,,
en:grade,grade,nota,en-US,es-ES,beginner,education,She gave me the grade.,Ella me dio La nota.,,
en:score,score,puntuacion,en-US,es-ES,beginner,education,I love this score.,Me encanta la puntuacion.,,
en:pass,pass,aprobar,en-US,es-ES,intermediate,education,I love this pass.,Me encanta el aprobar.,,
en:fail,fail,suspender,en-US,es-ES,advanced,education,Do you have a fail?,¿Tienes Un suspender?,,
en:degree,degree,titulo,en-US,es-ES,beginner,education,We don't have the degree.,No tenemos El titulo.,,
en:certificate,certificate,certificado,en-US,es-ES,beginner,education,I need the certificate.,Necesito El certificado.,,
en:diploma,diploma,diploma,en-US,es-ES,intermediate,education,The diploma is on the table.,La diploma está en la mesa.,,
en:course,course,curso,en-US,es-ES,advanced,education,Do you have a course?,¿Tienes Un curso?,,
en:class,class,clase,en-US,es-ES,beginner,education,The class is important.,La clase es importante.,,
en:subject,subject,asignatura,en-US,es-ES,beginner,education,I love this subject.,Me encanta la asignatura.,,
en:homework,homework,deberes,en-US,es-ES,intermediate,education,The homework is important.,El deberes es importante.,,
en:break,break,descanso,en-US,es-ES,advanced,daily-life,Let's take a break.,Tomemos un descanso.,,
en:rest,rest,descanso,en-US,es-ES,beginner,daily-life,I need some rest.,Necesito descansar.,,
en:vacation,vacation,vacaciones,en-US,es-ES,beginner,daily-life,We're on vacation.,Estamos de vacaciones.,,
en:weekend,weekend,fin de semana,en-US,es-ES,intermediate,daily-life,Where is the weekend?,¿Dónde está La fin de semana?,,
en:free-time,free time,tiempo libre,en-US,es-ES,advanced,daily-life,It's too free time.,Es demasiado tiempo libre.,,
en:hobby,hobby,pasatiempo,en-US,es-ES,beginner,daily-life,It's too hobby.,Es demasiado pasatiempo.,,
en:football,football,futbol,en-US,es-ES,beginner,culture,I need the football.,Necesito El futbol.,,
en:basketball,basketball,baloncesto,en-US,es-ES,intermediate,culture,I need the basketball.,Necesito El baloncesto.,,
en:tennis,tennis,tenis,en-US,es-ES,advanced,culture,Where is the tennis?,¿Dónde está El tenis?,,
en:swimming,swimming,natacion,en-US,es-ES,beginner,culture,She gave me the swimming.,Ella me dio La natacion.,,
en:running,running,carrera,en-US,es-ES,beginner,culture,This running is new.,La carrera es nueva.,,
en:walking,walking,caminata,en-US,es-ES,intermediate,culture,Do you have a walking?,¿Tienes Una caminata?,,
en:dance,dance,baile,en-US,es-ES,advanced,culture,Where is the dance?,¿Dónde está El baile?,,
en:singer,singer,cantante,en-US,es-ES,beginner,culture,I need the singer.,Necesito El cantante.,,
en:band,band,banda,en-US,es-ES,beginner,culture,I lost the band.,Perdí La banda.,,
en:concert,concert,concierto,en-US,es-ES,intermediate,culture,This concert is new.,El concierto es nuevo.,,
en:theater,theater,teatro,en-US,es-ES,advanced,culture,She gave me the theater.,Ella me dio El teatro.,,
en:actor,actor,actor,en-US,es-ES,beginner,culture,The actor is important.,El actor es importante.,,
en:actress,actress,actriz,en-US,es-ES,beginner,culture,This actress is new.,El actriz es nuevo.,,
en:writer,writer,escritor,en-US,es-ES,intermediate,culture,She gave me the writer.,Ella me dio El escritor.,,
en:poet,poet,poeta,en-US,es-ES,advanced,culture,We don't have the poet.,No tenemos La poeta.,,
en:novel,novel,novela,en-US,es-ES,beginner,culture,I need the novel.,Necesito La novela.,,
en:poem,poem,poema,en-US,es-ES,beginner,culture,The poem is important.,La poema es importante.,,
en:magazine,magazine,revista,en-US,es-ES,intermediate,culture,The magazine is on the table.,La revista está en la mesa.,,
en:article,article,articulo,en-US,es-ES,advanced,culture,The article is on the table.,El articulo está en la mesa.,,
en:report,report,informe,en-US,es-ES,beginner,work,I need the report.,Necesito El informe.,,
en:interview,interview,entrevista,en-US,es-ES,beginner,work,The interview is important.,La entrevista es importante.,,
en:conversation,conversation,conversacion,en-US,es-ES,intermediate,daily-life,This conversation is new.,La conversacion es nueva.,,
en:discussion,discussion,discusion,en-US,es-ES,advanced,daily-life,I lost the discussion.,Perdí El discusion.,,
en:argument,argument,discusion,en-US,es-ES,beginner,daily-life,The room is argument.,La habitación está discusion.,,
en:agreement,agreement,acuerdo,en-US,es-ES,beginner,daily-life,That seems agreement.,Eso parece acuerdo.,,
en:disagreement,disagreement,desacuerdo,en-US,es-ES,intermediate,daily-life,This is very disagreement.,Esto es muy desacuerdo.,,
en:opinion,opinion,opinion,en-US,es-ES,advanced,daily-life,The opinion is on the table.,El opinion está en la mesa.,,
en:view,view,punto de vista,en-US,es-ES,beginner,daily-life,Where is the view?,¿Dónde está La punto de vista?,,
en:thought,thought,pensamiento,en-US,es-ES,beginner,daily-life,This thought is new.,El pensamiento es nuevo.,,
en:mind,mind,mente,en-US,es-ES,intermediate,daily-life,Where is the mind?,¿Dónde está La mente?,,
en:brain,brain,cerebro,en-US,es-ES,advanced,body,She gave me the brain.,Ella me dio El cerebro.,,
en:memory,memory,memoria,en-US,es-ES,beginner,daily-life,It's too memory.,Es demasiado memoria.,,
en:feeling,feeling,sentimiento,en-US,es-ES,beginner,emotions,I need the feeling.,Necesito El sentimiento.,,
en:emotion,emotion,emocion,en-US,es-ES,intermediate,emotions,Where is the emotion?,¿Dónde está La emocion?,,
en:mood,mood,humor,en-US,es-ES,advanced,emotions,The mood is on the table.,El humor está en la mesa.,,
en:attitude,attitude,actitud,en-US,es-ES,beginner,emotions,The attitude is important.,El actitud es importante.,,
en:behavior,behavior,comportamiento,en-US,es-ES,beginner,daily-life,I love this behavior.,Me encanta el comportamiento.,,
en:character,character,caracter,en-US,es-ES,intermediate,daily-life,I love this character.,Me encanta el caracter.,,
en:personality,personality,personalidad,en-US,es-ES,advanced,daily-life,The room is personality.,La habitación está personalidad.,,
en:quality,quality,cualidad,en-US,es-ES,beginner,daily-life,This is very quality.,Esto es muy cualidad.,,
en:feature,feature,caracteristica,en-US,es-ES,beginner,daily-life,I lost the feature.,Perdí La caracteristica.,,
en:advantage,advantage,ventaja,en-US,es-ES,intermediate,daily-life,Do you have a advantage?,¿Tienes Una ventaja?,,
en:disadvantage,disadvantage,desventaja,en-US,es-ES,advanced,daily-life,The room is disadvantage.,La habitación está desventaja.,,
en:benefit,benefit,beneficio,en-US,es-ES,beginner,daily-life,The benefit is important.,El beneficio es importante.,,
en:drawback,drawback,inconveniente,en-US,es-ES,beginner,daily-life,This drawback is new.,El inconveniente es nuevo.,,
en:success,success,exito,en-US,es-ES,intermediate,daily-life,The project was a success.,El proyecto fue un éxito.,,
en:failure,failure,fracaso,en-US,es-ES,advanced,daily-life,Don't be afraid of failure.,No tengas miedo al fracaso.,,
en:mistake,mistake,error,en-US,es-ES,beginner,daily-life,I made a mistake.,Cometí un error.,,
en:accident,accident,accidente,en-US,es-ES,beginner,daily-life,That seems accident.,Eso parece accidente.,,
en:chance,chance,oportunidad,en-US,es-ES,intermediate,daily-life,The chance is important.,La oportunidad es importante.,,
en:luck,luck,suerte,en-US,es-ES,advanced,daily-life,I need the luck.,Necesito El suerte.,,
en:risk,risk,riesgo,en-US,es-ES,beginner,daily-life,The risk is on the table.,El riesgo está en la mesa.,,
en:danger,danger,peligro,en-US,es-ES,beginner,daily-life,I lost the danger.,Perdí El peligro.,,
en:safety,safety,seguridad,en-US,es-ES,intermediate,daily-life,The room is safety.,La habitación está seguridad.,,
en:security,security,seguridad,en-US,es-ES,advanced,daily-life,It's too security.,Es demasiado seguridad.,,
en:protection,protection,proteccion,en-US,es-ES,beginner,daily-life,I need the protection.,Necesito La proteccion.,,
en:help,help,ayuda,en-US,es-ES,beginner,daily-life,I need your help.,Necesito tu ayuda.,,
en:support,support,apoyo,en-US,es-ES,intermediate,daily-life,I love this support.,Me encanta el apoyo.,,
en:service,service,servicio,en-US,es-ES,advanced,work,We don't have the service.,No tenemos El servicio.,,
en:task,task,tarea,en-US,es-ES,beginner,work,She gave me the task.,Ella me dio La tarea.,,
en:duty,duty,deber,en-US,es-ES,intermediate,work,It's too duty.,Es demasiado deber.,,
en:responsibility,responsibility,responsabilidad,en-US,es-ES,advanced,work,It's too responsibility.,Es demasiado responsabilidad.,,
en:role,role,papel,en-US,es-ES,beginner,work,I need the role.,Necesito El papel.,,
en:position,position,puesto,en-US,es-ES,beginner,work,The position is on the table.,El puesto está en la mesa.,,
en:salary,salary,salario,en-US,es-ES,intermediate,work,The room is salary.,La habitación está salario.,,
en:wage,wage,sueldo,en-US,es-ES,advanced,work,I lost the wage.,Perdí El sueldo.,,
en:income,income,ingresos,en-US,es-ES,beginner,work,This income is new.,El ingresos es nuevo.,,
en:expense,expense,gasto,en-US,es-ES,beginner,work,We don't have the expense.,No tenemos El gasto.,,
en:cost,cost,costo,en-US,es-ES,intermediate,daily-life,The cost is too high.,El costo es muy alto.,,
en:value,value,valor,en-US,es-ES,advanced,daily-life,The value is on the table.,El valor está en la mesa.,,
en:worth,worth,valor,en-US,es-ES,beginner,daily-life,We don't have the worth.,No tenemos El valor.,,
en:bill,bill,cuenta,en-US,es-ES,beginner,daily-life,I lost the bill.,Perdí La cuenta.,,
en:tax,tax,impuesto,en-US,es-ES,intermediate,daily-life,The tax is on the table.,El impuesto está en la mesa.,,
en:discount,discount,descuento,en-US,es-ES,advanced,daily-life,She gave me the discount.,Ella me dio El descuento.,,
en:sale,sale,venta,en-US,es-ES,beginner,work,The sale is important.,La venta es importante.,,
en:rent,rent,alquiler,en-US,es-ES,beginner,daily-life,It's too rent.,Es demasiado alquiler.,,
en:loan,loan,prestamo,en-US,es-ES,intermediate,daily-life,I love this loan.,Me encanta el prestamo.,,
en:debt,debt,deuda,en-US,es-ES,advanced,daily-life,I love this debt.,Me encanta la deuda.,,
en:rich,rich,rico,en-US,es-ES,beginner,adjectives,They're very rich.,Son muy ricos.,,
en:poor,poor,pobre,en-US,es-ES,beginner,adjectives,The poor need help.,Los pobres necesitan ayuda.,,
en:wealthy,wealthy,adinerado,en-US,es-ES,intermediate,adjectives,That seems wealthy.,Eso parece adinerado.,,
en:generous,generous,generoso,en-US,es-ES,advanced,adjectives,The room is generous.,La habitación está generoso.,,
en:selfish,selfish,egoista,en-US,es-ES,beginner,adjectives,This selfish is new.,La egoista es nueva.,,
en:kind,kind,amable,en-US,es-ES,beginner,adjectives,That was very kind of you.,Fue muy amable de tu parte.,,
en:mean,mean,mezquino,en-US,es-ES,intermediate,adjectives,That seems mean.,Eso parece mezquino.,,
en:honest,honest,honesto,en-US,es-ES,advanced,adjectives,Be honest with me.,Sé honesto conmigo.,,
en:dishonest,dishonest,deshonesto,en-US,es-ES,beginner,adjectives,The room is dishonest.,La habitación está deshonesto.,,
en:brave,brave,valiente,en-US,es-ES,beginner,adjectives,You're very brave.,Eres muy valiente.,,
en:cowardly,cowardly,cobarde,en-US,es-ES,intermediate,adjectives,This is very cowardly.,Esto es muy cobarde.,,
en:strong,strong,fuerte,en-US,es-ES,advanced,adjectives,He's very strong.,Es muy fuerte.,,
en:weak,weak,debil,en-US,es-ES,beginner,adjectives,I feel weak today.,Me siento débil hoy.,,
en:healthy,healthy,sano,en-US,es-ES,beginner,adjectives,That seems healthy.,Eso parece sano.,,
en:unhealthy,unhealthy,insano,en-US,es-ES,intermediate,adjectives,It's too unhealthy.,Es demasiado insano.,,
en:young,young,joven,en-US,es-ES,advanced,adjectives,This young is new.,El joven es nuevo.,,
en:adult,adult,adulto,en-US,es-ES,beginner,people,The adult is on the table.,El adulto está en la mesa.,,
en:elderly,elderly,anciano,en-US,es-ES,beginner,adjectives,That seems elderly.,Eso parece anciano.,,
en:teenager,teenager,adolescente,en-US,es-ES,intermediate,people,I love this teenager.,Me encanta el adolescente.,,
en:couple,couple,pareja,en-US,es-ES,advanced,people,Where is the couple?,¿Dónde está La pareja?,,
en:guest,guest,invitado,en-US,es-ES,beginner,people,The guest is on the table.,El invitado está en la mesa.,,
en:host,host,anfitrion,en-US,es-ES,beginner,people,I lost the host.,Perdí El anfitrion.,,
en:stranger,stranger,desconocido,en-US,es-ES,intermediate,people,Where is the stranger?,¿Dónde está El desconocido?,,
en:enemy,enemy,enemigo,en-US,es-ES,advanced,people,It's too enemy.,Es demasiado enemigo.,,
en:partner,partner,compañero,en-US,es-ES,beginner,people,I need the partner.,Necesito El compañero.,,
en:colleague,colleague,colega,en-US,es-ES,beginner,work,I need the colleague.,Necesito La colega.,,
en:competitor,competitor,competidor,en-US,es-ES,intermediate,work,We don't have the competitor.,No tenemos El competidor.,,
en:winner,winner,ganador,en-US,es-ES,advanced,daily-life,Where is the winner?,¿Dónde está El ganador?,,
en:loser,loser,perdedor,en-US,es-ES,beginner,daily-life,We don't have the loser.,No tenemos El perdedor.,,
en:champion,champion,campeon,en-US,es-ES,beginner,daily-life,Do you have a champion?,¿Tienes Un campeon?,,
en:hero,hero,heroe,en-US,es-ES,intermediate,daily-life,The hero is important.,El heroe es importante.,,
en:villain,villain,villano,en-US,es-ES,advanced,daily-life,The villain is important.,El villano es importante.,,
en:leader,leader,lider,en-US,es-ES,beginner,work,Where is the leader?,¿Dónde está El lider?,,
en:follower,follower,seguidor,en-US,es-ES,beginner,daily-life,Do you have a follower?,¿Tienes Un seguidor?,,
en:expert,expert,experto,en-US,es-ES,intermediate,work,Where is the expert?,¿Dónde está El experto?,,
en:beginner,beginner,principiante,en-US,es-ES,advanced,education,I love this beginner.,Me encanta el principiante.,,
en:professional,professional,profesional,en-US,es-ES,beginner,work,The room is professional.,La habitación está profesional.,,
en:amateur,amateur,aficionado,en-US,es-ES,beginner,work,We don't have the amateur.,No tenemos El aficionado.,,
en:volunteer,volunteer,voluntario,en-US,es-ES,intermediate,work,Do you have a volunteer?,¿Tienes Un voluntario?,,
en:retired,retired,jubilado,en-US,es-ES,advanced,work,It's too retired.,Es demasiado jubilado.,,
en:unemployed,unemployed,desempleado,en-US,es-ES,beginner,work,It's too unemployed.,Es demasiado desempleado.,,
en:career,career,carrera,en-US,es-ES,beginner,work,Do you have a career?,¿Tienes Una carrera?,,
en:promotion,promotion,ascenso,en-US,es-ES,intermediate,work,She gave me the promotion.,Ella me dio El ascenso.,,
en:retirement,retirement,jubilacion,en-US,es-ES,advanced,work,It's too retirement.,Es demasiado jubilacion.,,
en:contract,contract,contrato,en-US,es-ES,beginner,work,I love this contract.,Me encanta el contrato.,,
en:deal,deal,trato,en-US,es-ES,beginner,work,It's too deal.,Es demasiado trato.,,
en:offer,offer,oferta,en-US,es-ES,intermediate,work,The offer is important.,La oferta es importante.,,
en:request,request,solicitud,en-US,es-ES,advanced,work,The request is important.,El solicitud es importante.,,
en:application,application,solicitud,en-US,es-ES,beginner,work,The application is on the table.,El solicitud está en la mesa.,,
en:recommendation,recommendation,recomendacion,en-US,es-ES,beginner,work,I need the recommendation.,Necesito La recomendacion.,,
en:reference,reference,referencia,en-US,es-ES,intermediate,work,We don't have the reference.,No tenemos La referencia.,,
en:resume,resume,curriculum,en-US,es-ES,advanced,work,The resume is important.,El curriculum es importante.,,
en:qualification,qualification,calificacion,en-US,es-ES,beginner,work,I lost the qualification.,Perdí La calificacion.,,
en:education,education,educacion,en-US,es-ES,beginner,education,Where is the education?,¿Dónde está La educacion?,,
en:major,major,especialidad,en-US,es-ES,intermediate,education,We don't have the major.,No tenemos La especialidad.,,
en:minor,minor,minor,en-US,es-ES,advanced,education,I lost the minor.,Perdí El minor.,,
en:scholarship,scholarship,beca,en-US,es-ES,beginner,education,I need the scholarship.,Necesito La beca.,,
en:grant,grant,subvencion,en-US,es-ES,beginner,education,The room is grant.,La habitación está subvencion.,,
en:fee,fee,tarifa,en-US,es-ES,intermediate,education,I lost the fee.,Perdí La tarifa.,,
en:tuition,tuition,matricula,en-US,es-ES,advanced,education,The tuition is important.,La matricula es importante.,,
en:dormitory,dormitory,residencia,en-US,es-ES,beginner,education,This is very dormitory.,Esto es muy residencia.,,
en:campus,campus,campus,en-US,es-ES,beginner,education,This campus is new.,El campus es nuevo.,,
en:laboratory,laboratory,laboratorio,en-US,es-ES,intermediate,education,This is very laboratory.,Esto es muy laboratorio.,,
en:experiment,experiment,experimento,en-US,es-ES,advanced,education,That seems experiment.,Eso parece experimento.,,
en:discovery,discovery,descubrimiento,en-US,es-ES,beginner,education,The room is discovery.,La habitación está descubrimiento.,,
en:invention,invention,invencion,en-US,es-ES,beginner,education,I love this invention.,Me encanta la invencion.,,
en:theory,theory,teoria,en-US,es-ES,intermediate,education,It's too theory.,Es demasiado teoria.,,
en:fact,fact,hecho,en-US,es-ES,advanced,education,The fact is important.,El hecho es importante.,,
en:evidence,evidence,evidencia,en-US,es-ES,beginner,education,She gave me the evidence.,Ella me dio La evidencia.,,
en:proof,proof,prueba,en-US,es-ES,beginner,education,The proof is on the table.,La prueba está en la mesa.,,
en:analysis,analysis,analisis,en-US,es-ES,intermediate,education,We don't have the analysis.,No tenemos El analisis.,,
en:study,study,estudio,en-US,es-ES,advanced,education,That seems study.,Eso parece estudio.,,
en:summary,summary,resumen,en-US,es-ES,beginner,education,The room is summary.,La habitación está resumen.,,
en:conclusion,conclusion,conclusion,en-US,es-ES,beginner,education,Do you have a conclusion?,¿Tienes Un conclusion?,,
en:introduction,introduction,introduccion,en-US,es-ES,intermediate,education,This introduction is new.,La introduccion es nueva.,,
en:chapter,chapter,capitulo,en-US,es-ES,advanced,education,She gave me the chapter.,Ella me dio El capitulo.,,
en:paragraph,paragraph,parrafo,en-US,es-ES,beginner,education,Do you have a paragraph?,¿Tienes Un parrafo?,,
en:sentence,sentence,oracion,en-US,es-ES,beginner,education,I need the sentence.,Necesito La oracion.,,
en:phrase,phrase,frase,en-US,es-ES,intermediate,education,I need the phrase.,Necesito El frase.,,
en:vocabulary,vocabulary,vocabulario,en-US,es-ES,advanced,education,That seems vocabulary.,Eso parece vocabulario.,,
en:grammar,grammar,gramatica,en-US,es-ES,beginner,education,Do you have a grammar?,¿Tienes Una gramatica?,,
en:pronunciation,pronunciation,pronunciacion,en-US,es-ES,beginner,education,We don't have the pronunciation.,No tenemos La pronunciacion.,,
en:translation,translation,traduccion,en-US,es-ES,intermediate,education,This translation is new.,La traduccion es nueva.,,
en:dictionary,dictionary,diccionario,en-US,es-ES,advanced,education,This is very dictionary.,Esto es muy diccionario.,,
en:definition,definition,definicion,en-US,es-ES,beginner,education,Do you have a definition?,¿Tienes Una definicion?,,
en:meaning,meaning,significado,en-US,es-ES,beginner,education,That seems meaning.,Eso parece significado.,,
en:synonym,synonym,sinonimo,en-US,es-ES,intermediate,education,We don't have the synonym.,No tenemos El sinonimo.,,
en:antonym,antonym,antonimo,en-US,es-ES,advanced,education,This antonym is new.,El antonimo es nuevo.,,
en:rule,rule,regla,en-US,es-ES,beginner,daily-life,The rule is on the table.,La regla está en la mesa.,,
en:freedom,freedom,libertad,en-US,es-ES,beginner,daily-life,This is very freedom.,Esto es muy libertad.,,
en:justice,justice,justicia,en-US,es-ES,intermediate,daily-life,Do you have a justice?,¿Tienes Una justicia?,,
en:equality,equality,igualdad,en-US,es-ES,advanced,daily-life,The room is equality.,La habitación está igualdad.,,
en:democracy,democracy,democracia,en-US,es-ES,beginner,daily-life,It's too democracy.,Es demasiado democracia.,,
en:republic,republic,republica,en-US,es-ES,beginner,daily-life,That seems republic.,Eso parece republica.,,
en:nation,nation,nacion,en-US,es-ES,intermediate,daily-life,She gave me the nation.,Ella me dio La nacion.,,
en:citizen,citizen,ciudadano,en-US,es-ES,advanced,daily-life,Where is the citizen?,¿Dónde está El ciudadano?,,
en:immigrant,immigrant,inmigrante,en-US,es-ES,beginner,daily-life,That seems immigrant.,Eso parece inmigrante.,,
en:refugee,refugee,refugiado,en-US,es-ES,beginner,daily-life,I need the refugee.,Necesito El refugiado.,,
en:border,border,frontera,en-US,es-ES,intermediate,travel,I love this border.,Me encanta la frontera.,,
en:capital,capital,capital,en-US,es-ES,advanced,travel,It's too capital.,Es demasiado capital.,,
en:village,village,pueblo,en-US,es-ES,beginner,travel,This village is new.,El pueblo es nuevo.,,
en:town,town,pueblo,en-US,es-ES,beginner,travel,We don't have the town.,No tenemos El pueblo.,,
en:neighborhood,neighborhood,barrio,en-US,es-ES,intermediate,travel,I love this neighborhood.,Me encanta el barrio.,,
